SVH1,20110111100000000,30.46,30.46,29.1,29.12
SVH1,20110111100500000,29.12,29.13,29.1,29.13
SVH1,20110112100000000,29.74,29.84,29.72,29.72
SVH1,20110112100500000,29.71,29.76,29.71,29.73
